Collection Name,Collection Summary,Family Name,Family Summary,Family Publication Date,Family URL,Document Title,Document URL,Document Content URL,Document Type,Document Content Matches Search Phrase,Geographies,Category,Languages,Source
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2022 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2022-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_5543,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_5c992b1bdd16b62d531aee696e1e9f1b.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2021 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2021-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_31be,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_23b19ece6d85407d22d3ac0c39f63585.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2017 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2017-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_f2cc,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_c12c1cabfdd404b211d726f32124a07b.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2018 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2018-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_0aae,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_36697c59d2e1e1f0343abad52f50841f.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2020 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2020-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_e3b9,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_28b101fabfe19550ff3a8495d04e0f29.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"2019 Annual Performance Report for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/2019-annual-performance-report-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_d642,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_ae7539a039b11f72ca65a5e0d3ec771d.pdf,Annual Performance Report,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"Gender action plan for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/gender-action-plan-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_1b67,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_d56ec8c54c2c7b7f35729cae4754d5aa.pdf,Gender action plan,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"Gender assessment for FP034: Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda",https://app.climatepolicyradar.org/documents/gender-assessment-for-fp034-building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_6239,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_0afa5be6da94c667d089146ac1387e97.pdf,Gender assessment,n/a,UGA,MCF,English,GCF
,,"Building Resilient Communities, Wetland Ecosystems and Associated Catchments in Uganda","Enhancing Ugandan subsistence farmers’ ability to deal with climate impacts.

An estimated 4 million people who live in and around Uganda’s wetlands rely on them for food security. The impact of climate change, coupled with other environmental stresses, is increasing the degradation of wetlands and associated ecosystems.

This grant-based project will assist the Government of Uganda take climate change effects into account in managing wetlands. Climate effects include increased climate variability and extreme weather events, such as droughts, floods, high temperatures and violent storms.

This project will help Uganda


	restore critical wetlands to improve ecosystem services - such as replenishing ground water, improving flood control, and enhancing the livelihoods of subsistence farming communities through fishing and agriculture;
	Enhancing the skills of people to diversify their livelihoods and become more resilient to climate shocks; and
	Improve the ability of communities in sensitive wetland areas to reduce climate risks and prepare them for climate-related disasters (including through decentralized early warning systems).


This project will target south-western and eastern regions in Uganda, home to some of this Least Developed Country’s most vulnerable people - more than half of them women. While this climate initiative is based on grant financing, positive spillover effects are envisaged in the private sector as new revenue opportunities open up for people in rural areas.

The project has an estimated lifespan of 8 years.",2016-12-15T00:00:00+00:00,https://app.climatepolicyradar.org/document/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_efe7,"Building resilient communities, wetlands ecosystems and associated catchments in Uganda",https://app.climatepolicyradar.org/documents/building-resilient-communities-wetlands-ecosystems-and-associated-catchments-in-uganda_6945,https://cdn.climatepolicyradar.org/navigator/UGA/2016/building-resilient-communities-wetland-ecosystems-and-associated-catchments-in-uganda_de8eaf2445e0a5b0714a6d7e8b17bda2.pdf,Approved funding proposal,n/a,UGA,MCF,English,GCF
,,Universal Green Energy Access Programme (UGEAP),"Contributing to universal access to electricity in Sub-Saharan Africa by scaling up investments in renewable energy from local financial markets and the international private sector.

This programme is an investment fund that will reduce GHG emissions by increasing access to clean electrical energy for mainly rural populations in Sub-Saharan Africa. It aims to provide financing for decentralized energy service companies for off‑grid and mini-grid systems for rural households and communities and renewable energy for industrial players.

Fossil fuel based energy production will be replaced with renewable, clean energy solutions that can meet increasing energy demand. Investments will target three types of projects. Off-grid renewable electricity energy in the form of solar home systems will be provided via an affordable payment plan. Green mini-grid projects will also be supported via companies that install, operate and maintain photovoltaic based mini-grids to sell energy services in rural communities. Finally, industrial renewable electrical energy and selected on-grid installations will be targeted, by investing in companies that provide modular, transportable, and often rented photovoltaic farms, offering SMEs and communities competitively-priced solar power. Around 50 investments will be made, totalling a volume of USD 500M over the course of five years, and via two phases.

At a later stage, the programme will work with local financial institutions to enable banks to provide long-term loans to businesses that provide clean electricity solutions. A public-private partnership instrument will leverage at least two-fold the impact of public capital through private investment.

The project has an estimated lifespan of 15 years.",2016-10-14T00:00:00+00:00,https://app.climatepolicyradar.org/document/universal-green-energy-access-programme-ugeap_6b84,2023 Annual Performance Report for FP027: Universal Green Energy Access Programme (UGEAP),https://app.climatepolicyradar.org/documents/2023-annual-performance-report-for-fp027-universal-green-energy-access-programme-ugeap_055e,https://cdn.climatepolicyradar.org/navigator/BEN/2016/universal-green-energy-access-programme-ugeap_88c839130df66bb99f4cd3c42b2e8c86.pdf,Annual Performance Report,n/a,BEN;ETH;KEN;NAM;NGA;TZA;UGA,MCF,English,GCF
,,Universal Green Energy Access Programme (UGEAP),"Contributing to universal access to electricity in Sub-Saharan Africa by scaling up investments in renewable energy from local financial markets and the international private sector.

This programme is an investment fund that will reduce GHG emissions by increasing access to clean electrical energy for mainly rural populations in Sub-Saharan Africa. It aims to provide financing for decentralized energy service companies for off‑grid and mini-grid systems for rural households and communities and renewable energy for industrial players.

Fossil fuel based energy production will be replaced with renewable, clean energy solutions that can meet increasing energy demand. Investments will target three types of projects. Off-grid renewable electricity energy in the form of solar home systems will be provided via an affordable payment plan. Green mini-grid projects will also be supported via companies that install, operate and maintain photovoltaic based mini-grids to sell energy services in rural communities. Finally, industrial renewable electrical energy and selected on-grid installations will be targeted, by investing in companies that provide modular, transportable, and often rented photovoltaic farms, offering SMEs and communities competitively-priced solar power. Around 50 investments will be made, totalling a volume of USD 500M over the course of five years, and via two phases.

At a later stage, the programme will work with local financial institutions to enable banks to provide long-term loans to businesses that provide clean electricity solutions. A public-private partnership instrument will leverage at least two-fold the impact of public capital through private investment.

The project has an estimated lifespan of 15 years.",2016-10-14T00:00:00+00:00,https://app.climatepolicyradar.org/document/universal-green-energy-access-programme-ugeap_6b84,Universal green energy access programme,https://app.climatepolicyradar.org/documents/universal-green-energy-access-programme_9f05,https://cdn.climatepolicyradar.org/navigator/UGA/2016/universal-green-energy-access-programme-ugeap_1e2a7479e2b7aab6368e00105dfee2df.pdf,Approved funding proposal,n/a,BEN;ETH;KEN;NAM;NGA;TZA;UGA,MCF,English,GCF
Uganda's Nationally Determined Contributions,,Uganda Nationally Determined Contribution. NDC1 (Archived),"<p>Uganda First NDC (Archived), Nationally Determined Contribution from Uganda in 2016</p>",2016-09-21T00:00:00+00:00,https://app.climatepolicyradar.org/document/uganda-nationally-determined-contribution-ndc1-archived_e20d,Uganda Nationally Determined Contribution. NDC1 (Archived),https://app.climatepolicyradar.org/documents/uganda-first-ndc-archived_ad82,https://cdn.climatepolicyradar.org/navigator/UGA/1900/uganda-first-ndc-archived_b56410d379b466d2aff1e1381807bbea.pdf,Nationally Determined Contribution,n/a,UGA,UN Submissions,English,UNFCCC
,,National Forestry and Tree Planting Regulations 2016,"<p>Uganda's National Forestry and Tree Planting Regulations from 2016 provide a regulatory framework promoting the sustainable management of forestry resources, and note that carbon storage is a key function of these systems which must be considered in their valuation. It also provides a legal framework for carbon credit trading based on forestry resources, defining the process and establishing certification protocols.</p>",2016-09-02T00:00:00+00:00,https://app.climatepolicyradar.org/document/national-forestry-and-tree-planting-regulations-2016_afb2,National Forestry and Tree Planting Regulations 2016,https://app.climatepolicyradar.org/documents/national-forestry-and-tree-planting-regulations-2016_cb4f,https://cdn.climatepolicyradar.org/navigator/UGA/2016/national-forestry-and-tree-planting-regulations-2016_efe4ee16a792963e7b270ea69293ec74.pdf,Regulation,n/a,UGA,Executive,English,CCLW
,,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda,"The overall goal of the project is to increase the resilience of communities to the risk of floods and landslides in Awoja, Maziba and Aswa catchments through promoting catchment based integrated, equitable and sustainable management of water and related resources. The specific objectives of the project are to: - Increase the resilience of ecosystems by supporting sustainable management of forests, wetlands and riverbanks; -  Increase the resilience of agricultural landscapes by supporting communities to develop and implement sustainable water harvesting, soil bio-physical and flood control structures; - Increase resilience of other community livelihood systems by supporting income generating activities with credit and market access; - ",2016-07-05T00:00:00+00:00,https://app.climatepolicyradar.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,Project document,https://app.climatepolicyradar.org/documents/project-document_87aa,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_a202d5006930e5fcb483f923137317c4.pdf,,n/a,UGA,MCF,English,AF
,,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda,"The overall goal of the project is to increase the resilience of communities to the risk of floods and landslides in Awoja, Maziba and Aswa catchments through promoting catchment based integrated, equitable and sustainable management of water and related resources. The specific objectives of the project are to: - Increase the resilience of ecosystems by supporting sustainable management of forests, wetlands and riverbanks; -  Increase the resilience of agricultural landscapes by supporting communities to develop and implement sustainable water harvesting, soil bio-physical and flood control structures; - Increase resilience of other community livelihood systems by supporting income generating activities with credit and market access; - ",2016-07-05T00:00:00+00:00,https://app.climatepolicyradar.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,Inception report,https://app.climatepolicyradar.org/documents/inception-report_5f50,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_971a0797612d047de876b41fa64bc981.pdf,,n/a,UGA,MCF,English,AF
,,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda,"The overall goal of the project is to increase the resilience of communities to the risk of floods and landslides in Awoja, Maziba and Aswa catchments through promoting catchment based integrated, equitable and sustainable management of water and related resources. The specific objectives of the project are to: - Increase the resilience of ecosystems by supporting sustainable management of forests, wetlands and riverbanks; -  Increase the resilience of agricultural landscapes by supporting communities to develop and implement sustainable water harvesting, soil bio-physical and flood control structures; - Increase resilience of other community livelihood systems by supporting income generating activities with credit and market access; - ",2016-07-05T00:00:00+00:00,https://app.climatepolicyradar.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,Mid-term evaluation report,https://app.climatepolicyradar.org/documents/mid-term-evaluation-report_6eba,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_b9c5ba8942821de7617ded4b22cf9254.pdf,,n/a,UGA,MCF,English,AF
,,Umbrella Programme for Preparation of National Communications and Biennial Update Reports to the UNFCCC,To support eighteen (18) developing countries prepare and submit National Communications (NCs) and Biennial Update Reports (BURs) that comply with the UNFCCC reporting requirements while responding to national development goals,2016-06-09T00:00:00+00:00,https://app.climatepolicyradar.org/document/umbrella-programme-for-preparation-of-national-communications-and-biennial-update-reports-to-the-unfccc_2d86,Umbrella Programme for Preparation of National Communications and Biennial Update Reports to the UNFCCC,https://app.climatepolicyradar.org/documents/umbrella-programme-for-preparation-of-national-communications-and-biennial-update-reports-to-the-unfccc_471c,https://cdn.climatepolicyradar.org/navigator/ATG/2016/umbrella-programme-for-preparation-of-national-communications-and-biennial-update-reports-to-the-unfccc_9fc4017305673618e24c2a55ea872dd4.pdf,,n/a,ATG;BDI;BHS;CAF;CMR;COG;DJI;IRQ;KGZ;KNA;MDV;MRT;NER;NPL;NRU;PAK;SAU;SWZ;TCD;TKM;TZA;UGA;UZB;XAB;ZWE,MCF,English,GEF
,,Technology Needs Assessments - Phase III (TNA Phase III),"Provide participating countries targeted financial and technical support to prepare new or updated and improved TNAs, including Technology Action Plans (TAPs), for prioritized technologies that reduce greenhouse gas emissions, support adaptation to climate change, and are consistent with Nationally Determined Contributions and national sustainable development objectives",2016-06-09T00:00:00+00:00,https://app.climatepolicyradar.org/document/technology-needs-assessments-phase-iii-tna-phase-iii_a7a7,Technology Needs Assessments - Phase III (TNA Phase III),https://app.climatepolicyradar.org/documents/technology-needs-assessments-phase-iii-tna-phase-iii_2a7f,https://cdn.climatepolicyradar.org/navigator/XAB/2016/technology-needs-assessments-phase-iii-tna-phase-iii_6c5d75d28ec00091b9a3088ad0df94f1.pdf,,n/a,AFG;ATG;CAF;DJI;DMA;ERI;FJI;GIN;HTI;JAM;LBR;MMR;MWI;NER;NRU;STP;SUR;TCD;TTO;UGA;UKR;XAB,MCF,English,GEF
,,NAMA on Integrated Waste Management and Biogas in Uganda,Improved waste management practices in towns and municipalities through the introduction of integrated wastewater treatment plants and biogas digesters,2015-10-21T00:00:00+00:00,https://app.climatepolicyradar.org/document/nama-on-integrated-waste-management-and-biogas-in-uganda_b656,NAMA on Integrated Waste Management and Biogas in Uganda,https://app.climatepolicyradar.org/documents/nama-on-integrated-waste-management-and-biogas-in-uganda_d36a,https://cdn.climatepolicyradar.org/navigator/UGA/2015/nama-on-integrated-waste-management-and-biogas-in-uganda_a7834edfba0ea042df8aa9cf1b379bb8.pdf,,n/a,UGA,MCF,English,GEF
,,Food-IAP: Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa - An Integrated Approach (IAP-PROGRAM),"Support countries in target geographies for integrating priorities to safeguard and maintain ecosystem services into investments improving smallholder agriculture and food value chains
(Target 10-12 countries; 10 million ha of production landscapes; 2-3 million beneficiary households)",2015-06-04T00:00:00+00:00,https://app.climatepolicyradar.org/document/food-iap-fostering-sustainability-and-resilience-for-food-security-in-sub-saharan-africa-an-integrated-approach-iap-program_57b6,Food-IAP: Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa - An Integrated Approach (IAP-PROGRAM),https://app.climatepolicyradar.org/documents/food-iap-fostering-sustainability-and-resilience-for-food-security-in-sub-saharan-africa-an-integrated-approach-iap-program_440c,https://cdn.climatepolicyradar.org/navigator/KEN/2015/food-iap-fostering-sustainability-and-resilience-for-food-security-in-sub-saharan-africa-an-integrated-approach-iap-program_94e3b5bbb0c91be732e05446d0e0968c.pdf,,n/a,BDI;BFA;ETH;GHA;KEN;MWI;NER;NGA;SEN;SWZ;TZA;UGA;XAB,MCF,English,GEF
,,Food-IAP: Fostering Sustainability and Resilience for Food Security in Karamoja Sub Region,"To contribute to enhancing long-term environmental sustainability and resilience of food production systems in the Karamoja Sub-Region (Kaabong, Kotido, Moroto, and Nakapiriprit Districts)",2015-06-04T00:00:00+00:00,https://app.climatepolicyradar.org/document/food-iap-fostering-sustainability-and-resilience-for-food-security-in-karamoja-sub-region_49f1,Food-IAP: Fostering Sustainability and Resilience for Food Security in Karamoja Sub Region,https://app.climatepolicyradar.org/documents/food-iap-fostering-sustainability-and-resilience-for-food-security-in-karamoja-sub-region_773c,https://cdn.climatepolicyradar.org/navigator/UGA/2015/food-iap-fostering-sustainability-and-resilience-for-food-security-in-karamoja-sub-region_084df836d97bb0adba68c35ddf5a2db0.pdf,,n/a,UGA,MCF,English,GEF
,,Second National Development Plan (NDPI) 2015/16 - 2019/20,"<p>The plan aims to promote socioeconomic development nationally, prioritising investment in agriculture, tourism, natural geological resources, infrastructure and human capital development. It emphasises the importance of the National Climate Change Policy (2015), acting across industries to increase energy efficiency, renewable generation, transport electrification, nature restoration and adaptation measures in rural and urban environments. As part of an aim to develop green industry, the plan promotes private sector carbon trading, green innovation centres and decentralised rural low-carbon energy systems such as biogas digesters.</p>",2015-06-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/second-national-development-plan-ndpi-2015-16-2019-20_fe02,Second National Development Plan (NDPI) 2015/16 - 2019/20,https://app.climatepolicyradar.org/documents/second-national-development-plan-ndpi-2015-16-2019-20_17ab,https://cdn.climatepolicyradar.org/navigator/UGA/2015/second-national-development-plan-ndpi-2015-16-2019-20_7f4268b26b4c8e9805e242c8bd5bcd25.pdf,Plan,n/a,UGA,Executive,English,CCLW
