DOCUMENT_ID,DOCUMENT_NAME,FAMILY_ID,DOCUMENT_SLUG,FAMILY_SUMMARY,TEXT_BLOCK_ID,PASSAGE_INDEX,TEXT_PASSAGE,PASSAGE_TYPE,LANGUAGE,TOPIC_LABELLERS,TOPIC_IDS,TOPIC_LABELLED_TEXTS
c) At the Sub-national level, MWE, District and Sub-county Local Governments, Cultural and Religious Institutions to Develop specific trees on farm targets for all agricultural landscapes in Uganda. Policy Basis: Uganda National Agroforestry Strategy.",List,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""societal and economic adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""TargetClassifier(\""target\"")""]","Q557, Q557, Q47, Q1836, Q1831, Q1651","Agroforestry, improving livelihoods, improving livelihoods, improving livelihoods, Agroforestry, b) At the National level, MWE to Increase tree cover across all agricultural landscapes in Uganda to at least 10% to contribute towards improving livelihoods, climate change mitigation, landscape restoration, improving food and nutrition security, protecting ecosystem services, reducing threats to biodiversity, and meeting people's needs through the sustainable use of biodiversity. Policy basis: Uganda Vision 2040, National Development Plan 3, Forests and Agricultural Sectoral Policies, Uganda National Biodiversity Strategy and Action Plan.
c) At the Sub-national level, MWE, District and Sub-county Local Governments, Cultural and Religious Institutions to Develop specific trees on farm targets for all agricultural landscapes in Uganda. Policy Basis: Uganda National Agroforestry Strategy."
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6966-7943-aeac-7615b84ef669,109,"National policies, legal frameworks, strategies, and plans Nationally, several policy and legislative frameworks, strategies, plans, and visions support and influence the implementation of agroforestry initiatives in Uganda spreading across the forestry and agriculture sectors. Some of the policy and legal frameworks are described below;",Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q786, Q1831","agroforestry, agriculture, agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-5f39-7e20-9747-1c9c503866bc,110,"a) National Development Plan (NDP) III: Two of the 18 programmes under NDP III are explicit on enabling agroforestry as an intervention i.e. Programme 15 on Agro-industrialization and Programme 16 on Natural Resources, Environment, Climate Change, Land and Water Management. Operationalizing the agricultural extension system under programme 15 provides an opportunity to scale up agroforestry in the landscapes. Programme 16 provides for the strengthening of conservation, restoration of forests, wetlands, water catchments, and hilly and mountainous areas as well as promotes rural and urban plantation development and tree planting including the local and indigenous species.
b) Vision 2040: Chapter 5 of Vision 2040 addresses elements of social transformation and includes section 5.8 on Environment and Natural Resources. Paragraph 295 highlights the need to restore degraded lands through tree planting on private land. Paragraph 300 highlights the role of civil society organizations in environmental management and Paragraph 301 highlights women's roles in environmental management and that agroforestry interventions require the participation of women at all decision levels. 16
c) Uganda Forestry Policy, 2001; Policy Statement 6: states that tree-growing on farms will be promoted in all farming systems, and innovative mechanisms for the delivery of forestry extension and advisory services will be developed.
d) National Forestry and Tree Planting Act, 2003: Part II, sections 21-27 provides for the sustainable management of private forests, and Part VII, provides for the administration of local governments in the management of private forests.
e) The National Forestry Plan, 2011/12-2021/22: Programme 2 focuses on ""promotion and intensification of tree growing on farm.
f) National Forestry and Tree Planting Regulations, 2016: Part VI on private forests and describes their management in regulation 71. Part VIII on Tree planting, describes tree growing and management in regulation 79 to 84. The Uganda National Agroforestry Strategy guides how tree growing on farm can be enhanced to realize the provisions in the NFTP Regulations.
g) National REDD+ Strategy; Strategic option 1. Climate-smart agriculture and Strategic option 7, on Livestock rearing in the Cattle Corridor. The strategic options generally aim at reducing the need for agricultural expansion to forest areas by intensifying agricultural production and livestock management through Sustainable Land Management (SLM) and agroforestry.
h) Forest Investment Program for Uganda (FIP) 2017; Environmental Co- benefits accruing from FIP investment should promote agroforestry beyond supporting REDD+ but also provide Income diversification opportunities to enhance livelihoods
i) National Agriculture Policy (NAP) for Uganda, 2013; Objective 2 focuses on increasing income for farming households from crops, livestock, and fisheries; Strategy XIII of Objective 2 supports boosting agricultural production, enhancing value addition, and reducing the effects of climatic shocks and Strategy IV of objective 5 promotes dissemination of appropriate technologies (including Sustainable Land Management (SLM) and Conservation agriculture) among all categories of farmers. The Uganda National Agrorestry strategy is one of the most effective tools to ensure the realization of the National Agriculture Policy through defining strategic agroforestry interventions and technologies to guide policy implementers.
j) National Agricultural Extension Strategy for Uganda (2015-2025); Objectives 1 and 3 emphasize the establishment of an agricultural extension delivery system and a mechanism for technology information packaging and disseminating. Specific objective 1.1 provides for the establishment of an effective organizational and institutional framework for pluralistic agricultural extension services.
k) Uganda Green Growth Strategy (UGGDS, 2017). The strategy encourages Increasing tree cover on agricultural landscapes through the promotion of agroforestry, and targets about 26,0000 ha of agroforestry by 2030 by the Government of Uganda.
l) Parish Development Model (PDM)- Has a vision of transforming subsistence households into the money economy. Fruit trees and coffee are among the priority commodities earmarked, with NARO ZARDIs tasked to promote these through agroforestry technologies and value addition.
m) Other policies, acts, programmes, and frameworks include; The Rangeland Management and Pastoralism Policy, 2013; Uganda Climate Smart Agriculture Country Program, 2015-2025; NAADS Act, 2001, Climate Policy and Act, Biodiversity policy and NAADs Implementation framework and the global biodiversity framework.",List,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""climate fund\"")""], [""KeywordClassifier(\""fishing sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""freshwater adaptation\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""slow onset event\"")""], [""KeywordClassifier(\""social inclusion\"")""], [""KeywordClassifier(\""societal and economic adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial risk\"")""], [""KeywordClassifier(\""water adaptation\"")""], [""KeywordClassifier(\""water management sector\"")""], [""KeywordClassifier(\""women and minority genders\"")""], [""KeywordClassifier(\""women and minority genders\"")""]","Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q786, Q786, Q786, Q786, Q786, Q786, Q786, Q1362, Q788, Q787, Q787, Q787, Q787, Q787, Q1832, Q47, Q47, Q775, Q973, Q58, Q1836, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q404, Q2008, Q818, Q704, Q704","agroforestry, Water Management, agroforestry, agroforestry, agroforestry, agroforestry, Conservation agriculture, Income diversification, agroforestry, agroforestry, Climate-smart agriculture, Agroforestry, Tree planting, Tree Planting, Tree Planting, agroforestry, tree planting, Climate Smart Agriculture, tree planting, agroforestry, Agriculture, farming systems, Climate-smart agriculture, Agriculture, farming, agriculture, Climate Smart Agriculture, Forest Investment Program, fisheries, Tree planting, Tree Planting, Tree Planting, tree planting, tree planting, Water Management, Income diversification, participation of women, Water Management, degraded lands, participation of women, Income diversification, agroforestry, Tree Planting, agroforestry, Climate Smart Agriculture, tree planting, agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, Conservation agriculture, agroforestry, agroforestry, Climate-smart agriculture, Agroforestry, Tree planting, Tree Planting, tree planting, degraded lands, Water Management, Water Management, women, women"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e484a-f901-75e3-9eb6-16e337e52950,111,1.5.2 Institutional framework for agroforestry in Uganda,sectionHeading,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q1831","agroforestry, agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6966-7943-aeac-7671bf03ca90,112,"In practice, agroforestry belongs to none of the line ministries. In principle, the Ministry of Water and Environment coordinates tree growing through the Forestry Sector Support Department (FSSD). Coordination of agriculture on the other hand is a function of the Ministry of Agriculture Animal Industry and Fisheries (MAAIF). The multi-sectoral nature of agroforestry demands multi-sectoral collaboration rather than working in silos. Agroforestry is well articulated in Uganda's national priorities, predominantly under MWE and some elements are in MAAIF under Sustainable Land Management (SLM). It is therefore prudent to establish a coordination mechanism for agroforestry within MWE but with strong linkages with MAAIF. Research in forestry together with agroforestry is a mandate of the National Forestry Resources Research Institute (NaFORRI) which is one of the institutes under the National Agriculture Research Organization (NARO) that principally is under the Ministry of Agriculture Animal Industry and Fisheries (MAAIF).",Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""fishing sector\"")""], [""KeywordClassifier(\""fishing sector\"")""], [""KeywordClassifier(\""forestry sector\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q557, Q557, Q557, Q557, Q786, Q786, Q786, Q786, Q788, Q788, Q787, Q1831, Q1831, Q1831, Q1831, Q1831","agroforestry, agroforestry, Agroforestry, agroforestry, agroforestry, agriculture, Agriculture, Agriculture, Agriculture, Fisheries, Fisheries, Forestry Sector, agroforestry, agroforestry, Agroforestry, agroforestry, agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-66ae-7e83-845d-1256a1f6a3f5,113,Forestry Extension Services are decentralized to the local governments under the District Forestry Services (DFS) which has challenges related to capacity and financial aspects.,Text,en,"[""BertBasedClassifier(\""finance flow\"")""]",Q1829,Forestry Extension Services are decentralized to the local governments under the District Forestry Services (DFS) which has challenges related to capacity and financial aspects.
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e484a-f901-75e3-9eb6-17277e9a86fa,114,2.0 Rationale for the Uganda National Agroforestry Strategy,title,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q1831","Agroforestry, Agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6966-7943-aeac-7695d1dba55c,115,"Agroforestry is one of the approaches used by the government of Uganda to increase forest cover in the country, used as a sustainable land management practice to increase agricultural production and productivity, contribute to income generation as well as contribute to climate change mitigation and adaptation measures. Agroforestry picked momentum in Uganda from the late 1990s to the early 2000s through the development of policies, acts, strategies, and plans that support its rollout and implementation of several government and stakeholder interventions.",Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q557, Q557, Q1831, Q1831","Agroforestry, Agroforestry, adaptation, Agroforestry, Agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6966-7943-aeac-76b2cea03d2b,116,"Such include the current growing interest in trees on farms demonstrated by the government of Uganda-funded project on farm income enhancement through forest conservation projects (MWE, 2019), the Sawlog Production Grant Scheme, the Farm Income Enhancement through Forest Conservation Project, the National Agricultural Advisory Services (and its related Operation Wealth Creation initiative) and interventions by private sector and Civil Society Organisations such as VI Agroforestry and ECOTRUST that has worked with thousands of farmers, purchasing carbon credits accumulated out of growing trees on farm. Despite the various interventions, there are still challenges that are hindering the effective and efficient implementation and scaleup of agroforestry in Uganda.",Text,en,"[""BertBasedClassifier(\""finance flow\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""tradable permit\"")""]","Q1829, Q557, Q557, Q1831, Q1831, Q1280","Such include the current growing interest in trees on farms demonstrated by the government of Uganda-funded project on farm income enhancement through forest conservation projects (MWE, 2019), the Sawlog Production Grant Scheme, the Farm Income Enhancement through Forest Conservation Project, the National Agricultural Advisory Services (and its related Operation Wealth Creation initiative) and interventions by private sector and Civil Society Organisations such as VI Agroforestry and ECOTRUST that has worked with thousands of farmers, purchasing carbon credits accumulated out of growing trees on farm. Despite the various interventions, there are still challenges that are hindering the effective and efficient implementation and scaleup of agroforestry in Uganda., Agroforestry, agroforestry, Agroforestry, agroforestry, carbon credits"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6966-7943-aeac-76e463861eb8,117,"These include; limited funding for agroforestry interventions; poor coordination of agroforestry interventions among the line ministries such as MWE and MAAIF and the district extension services; limited awareness among the communities and related stakeholders of agroforestry systems and their benefits; limited research and learning on agroforestry practices and innovations; and limited value addition and market for agroforestry products. It's against this background that the Ministry of Water and Environment in collaboration with MAAIF, development partners, CSO's, and other stakeholders have developed a 10-year Uganda National Agroforestry Strategy (UNAFS) 2024/25 to 2033/34. To achieve the goal of scaling up agroforestry in Uganda in a coordinated, well- financed manner with ongoing learning, information sharing, and integration into government plans and strategies, whilst harnessing existing enabling policy for its widespread application, the strategy is intended to offer a systematic and ""SMART"" approach.",Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""finance and insurance sector\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q779, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831","agroforestry, Agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, financed, agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, Agroforestry, agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-66ff-7f63-b26e-328bf88cde4e,118,"It proposes to make ownership easier, identify critical partners, and propose ways to leverage support to secure sufficient funding for the widespread adoption of agroforestry projects in Uganda.",Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q1831","agroforestry, agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e484a-f901-75e3-9eb6-17772d2a7b2b,119,3.0 Guiding Principles,title,en,,,
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-6701-75c3-a6a2-157c04951e1b,120,Below are the guiding principles to consider while implementing the Uganda National Agroforestry Strategy;,Text,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""]","Q557, Q1831","Agroforestry, Agroforestry"
CCLW.document.i00009252.n0000,Uganda National Agroforestry Strategy,CCLW.family.i00009251.n0000,uganda-national-agroforestry-strategy_301e,"<p>This strategy seeks to promote agroforestry techniques in Uganda over the long term, aiming to reduce land degradation, increase forest carbon stocks and support sustainable rural livelihoods alongside economic growth. It notes the threat of climate change to farming systems using less sustainable methods, and notes the opportunity to integrate agroforestry with carbon credit schemes to secure external funding. The strategy promotes the expansion and establishment of agroforestry tree nurseries, training for farmers, integration of a communications strategy, domestic agroforestry research funding, and the integration of this process with international research and financing systems.</p>",019e4861-5f3a-7ba3-ae32-d195603ea6dc,121,"a. In enabling the principle of inclusiveness, agroforestry should consider not only farm-scale systems, but also include agroforestry as part of the broader landscape to contribute to natural resources, forestry, and agricultural policy objectives. Therefore, Collaboration and harmonization with stakeholders is fundamental, while gender and youth participation will be emphasised. Furthermore, Participatory and evidence-based planning and implementation is vital.
b. Agroforestry systems are area and climate-specific - it is necessary to apply locally relevant and appropriate agroforestry systems, that consider the biophysical and socio-economic context (including land tenure) on a case-by- case basis and support both urban and rural agroforestry systems.
c. Agroforestry should contribute to food, fodder, fiber, and energy domains.
d. Agroforestry means different things to different people - an inclusive approach that recognizes traditional systems and indigenous knowledge as a basis for building locally sustainable systems is used.
e. Beyond national interest, issues with the service role of agroforestry also extend to the international domain in combating climate change.
f. Indigenous species that can be applied in agroforestry systems should be identified, developed, and promoted.
g. The strategy should apply the SMART principles (simple, measurable, achievable, realistic, and time-bound), it should be implementable, realistic, and have a horizon of 10 years.
h. Market-oriented and Value chain agroforestry development approach should be followed.",List,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""terrestrial adaptation\"")""], [""KeywordClassifier(\""women and minority genders\"")""], [""KeywordClassifier(\""youth\"")""]","Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q557, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q1831, Q704, Q695","agroforestry, Agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, Agroforestry, Agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, Agroforestry, Agroforestry, agroforestry, agroforestry, agroforestry, agroforestry, Agroforestry, gender, youth"
